epoch,train_loss,val_loss
0,0.5738935607724485,0.6796128988265991
1,0.3150220260155939,0.32573814888795216
2,0.2163978602110812,0.2690862685441971
3,0.1711970849902229,0.18201787546277046
4,0.15240721819938813,0.17990808586279552
5,0.13333204077078706,0.22692219863335292
6,0.11386530831522118,0.33654732803503673
7,0.10644025927557882,0.2707095265388489
8,0.09418227737851903,0.3512849728266398
9,0.08843624235781948,0.2722758521636327
10,0.08289769743527986,0.1280506245791912
11,0.07710620429597598,0.22305090377728146
12,0.06950749432157098,0.17459566568334897
13,0.068643660276337,0.3938397318124771
14,0.07993766985240236,0.12418284192681313
15,0.0621344097642706,0.16247905095418294
16,0.05644042793232783,0.1299802082280318
17,0.06216867716439002,0.34017124225695927
18,0.056387175051742684,0.16505371977885563
19,0.05018939995989863,0.22202881028254826
