epoch,train_loss,val_loss
0,0.9978708028793335,0.9822391867637634
1,0.960556427637736,0.9352168440818787
2,0.8511829674243927,0.8841393887996674
3,0.7271087567011515,0.5491755902767181
4,0.6037090122699738,0.44510500133037567
5,0.5285073618094126,0.6197877824306488
6,0.466796080271403,0.33686909079551697
7,0.397723451256752,0.32117892801761627
8,0.34262187282244366,0.3048224449157715
9,0.30813761055469513,0.30106404423713684
10,0.2933647831281026,0.2408599704504013
11,0.26222234467665356,0.21216963976621628
12,0.23513757437467575,0.2578792870044708
13,0.2090458869934082,0.17674033343791962
14,0.1799238125483195,0.20469922572374344
15,0.16572049260139465,0.1386561617255211
16,0.1566463758548101,0.16362591087818146
17,0.1380249410867691,0.136875182390213
18,0.12896848594148955,0.13932201266288757
19,0.1224562165637811,0.13383429497480392
