epoch,train_loss,val_loss
0,0.5048219901798046,0.2009346845249335
1,0.13407790466351846,0.21532254765431086
2,0.099064240710134,0.10994705135623614
3,0.05888755115128196,0.13897710318366688
4,0.05139511482443957,0.11093814447522163
5,0.042859046497439914,0.09282032946745554
6,0.03638455827217714,0.09756690276165804
7,0.026933699005604845,0.1037906056890885
8,0.024686975367532102,0.09713200877110163
9,0.021388348670000525,0.10802255794405938
10,0.01936661646561285,0.09694967331985632
11,0.016608973585926327,0.10647354995210966
12,0.01638298620989101,0.10444705635309219
13,0.019760626038552914,0.10201271412273248
14,0.014347231386443683,0.09202038546403249
15,0.009781702730672814,0.10120661159356435
16,0.008891583043274231,0.10853229984641075
17,0.008538022205703356,0.10133258948723475
18,0.007526866139728675,0.09392275934418043
19,0.006225766142236844,0.11588380634784698
